,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_1099,0,0,0,0.000926981,0,0.945698901,0,0,3.828836219,0,0,0,0,0,0,0,3.72516703,0.822795959,0.633626342,0,3.940486878,0,0,0,0,0,0,0,0.899311721,0,2.923677407,0.899759081,0,0,0,0,0,0,0,3.959175232,0.945494435,7.922186884,1.889982174,2.379000374,2.916134534,1.882721265,0,1.907662048,0,0,0,0.944997087,0,0.931094732,1.9558898,0,1.912253478,0,0,0,0.281140727,0.941144129,0,0,0,1.849688052,0,0,0.967587379,0
cell_1100,0,7.54E-09,0,0,0,2.16E-09,0,0,2.84643423,0,0,5.86E-08,2.521456242,0,0,0,2.25E-07,0,0,0,0.977465296,0,0,0,0,1.66E-12,0,0,0,0,9.805576914,0,0,0,0,0,0,0,0.063264212,0.973455292,0.747180587,2.59E-06,0,6.71E-05,0,0,0,0.010947541,2.56E-06,0,1.919206227,1.681882538,0,7.10E-11,1.706354384,0,1.881422724,0,1.951734316,0,1.890695993,0,0,0,0,0,0.596012253,0,0,0
cell_1101,0.829143714,0.712191023,0,1.21E-08,0,6.19E-05,0,0,7.730213345,0.002833718,0,0,0.002874772,0,0,0,2.034286209,0.985242588,0,0,5.123245746,0,0.000112746,0,0,0,0,0.00336805,2.51E-07,0,0.042162233,0,0,0,0,0,0,0,0,2.004499821,0,2.86093423,0.959827607,0.003278731,0.671806059,0,0,3.538579933,0,0,0,0.719233476,0,0.968960897,3.219473559,0.88380923,2.884049511,0,0,0,0,0,0,0,0,0,5.14E-07,0,1.77356617,1.74E-09
cell_1102,3.41E-05,0.000313807,0,0.163970609,0,0.852074194,0,3.33E-07,0.935722904,0,0,0.001256272,0.005194459,0,0,0,1.848764759,0.92895651,1.09E-06,7.82E-11,0.972931069,0,0,0,6.57E-08,2.808657816,0,0,1.78E-05,0,2.940209101,4.16E-07,0,0,0,0,0,0,8.38E-07,1.919816591,0.000550718,0.932329706,2.06E-07,1.177964,7.75E-12,0,0,0.000248337,6.99E-06,0.000471804,0.000228017,2.879083884,0,1.936939933,0.00892291,0.00191209,4.39E-07,0.578370067,0,0,0.032395101,0,0,3.18E-06,0,0,0.856434983,0,0,0
cell_1103,0,4.12E-10,0,0,0,0.957944334,0,5.95E-11,0.979903727,0,0,0,0.000606417,0,0,0,0.667458656,1.265497388,0.929947557,0,0.977437724,0,0,0,6.43E-10,0.980770238,0,8.52E-08,0,0,0.980922742,0,0,4.13E-05,0,0,0,0,0,1.869328741,0.009980269,2.950758002,0.954763987,3.793705094,9.29E-08,0,0,0.954379113,0.004362224,0,2.929630446,7.14E-06,0,1.515606805,0.974995994,0,2.882338311,0,0.363951451,0.006058826,0,0.894617243,0,0,0.880421856,0,0,0.041792293,0.668899321,0
cell_1104,0,0,0,0,0,0.067946711,0,0,0.936721049,0.791324001,0,0.869229308,0.979736589,0,0,0,3.919037713,0.356850623,1.644756318,0,0.964339777,0,0,0,0,0,0,0,0,0,0.2136816,0,0,0,0,0,0,0,0,0.015715632,0.000245466,1.70922841,0,2.973981939,0,0,0,0,0,0,0.003635738,0.002201124,0,0,7.61E-06,0,0.000560611,0,0.613936626,0,0.003025975,0,0,0,0,0,0.00030347,0,0.032210778,0
cell_1105,0,0,0,0.000368239,0,0.837231565,0,0,2.845625039,0.894970493,0,0.903520156,0.968487856,0,0,0,1.120537793,1.910133553,0.284237262,0,0.01833116,0,0,0,0,0.024046951,0,0,3.49E-09,0,2.715316545,1.35E-10,0,0,0,0,0,0,0,0.942165641,2.924369119,2.149297003,5.57E-11,0.960545826,0,0.32312512,0,1.024810721,0,0,0.960388581,0.000191371,0,0,0,0,0,0,0.003612114,0,2.641642553,0,0,0,0,1.088940194,0,0,0.000108422,0
cell_1106,1.17E-08,2.05E-08,0,0.165527974,0,0,0,5.21E-08,0.971044192,0,0,0.116359169,0,0,0,0,1.792169709,0.923785534,4.59E-09,0,0.970981829,0,0,0,2.44E-10,0.000164565,0,0,7.55E-09,0,5.737907262,0,0,0,0,0,0,3.79E-08,1.18E-11,2.02E-05,4.70E-06,0.013608698,4.79E-08,1.840034652,0,0,0,1.10E-06,6.98E-08,0.671889242,0.000628033,2.740572747,0,0.445869519,1.36600524,0,0,0,0,0,0.00267391,0,4.11E-09,6.23E-06,0,0,2.80E-05,0,0,0
cell_1107,0,0,0,0,0,0.000180262,0,0,3.77E-06,0,0,0,0,0,0,0,0.264928736,0.729745117,0,0,1.91E-05,0,0,0,0,0.003461112,0,0.038105173,0,0,0.58343196,0,0,0,0,2.40E-09,0,0,0,0.017282263,0.799948755,0.011163332,5.48E-05,2.82E-07,0,0,0,3.64E-05,0.753505097,0,0.000374949,3.21E-08,8.80E-06,9.43E-06,2.55E-05,0,0.000728114,0,0,1.82E-08,0,3.05E-05,0,0,0.00044571,0,0,0,2.92E-06,0
cell_1108,0,3.88E-05,0,3.81E-07,0,8.09E-06,0,0.001443792,0.000159371,0.820176375,0,0,7.79E-05,6.43E-08,0,0,1.470796309,0.054973433,1.12E-12,0,0.00324341,0,4.48E-07,0,0,0,0,0,0.010031685,0,0.003701785,2.16E-08,0,0,0,0,0,0,0.060001075,0.000433015,0,0.000269362,3.88E-05,0.046334044,0,0,0,3.10E-06,0,0,0.000293599,0.044966974,0,1.376987636,3.29E-09,0,0.002308532,0,0.036744938,0.790550565,0.000535857,0,0.027024777,2.82E-06,0,7.85E-06,0,0,0,0
cell_1109,0,0,0,0,0,0,0,0,0.841563304,0,0,4.03E-05,8.93E-09,0,0,0,2.816270158,2.950489533,0.97211822,0,5.872324811,0,0,0,0,1.36E-06,0,0,0.011255529,0,0.978542469,0,0,0,0,0,0,0,0,4.396151656,0.021349666,0,0,6.285572915,0,0,0,3.825744837,0,0,0,0.936970386,0,1.021493076,0,0,0,0,0,0,0,0,0.000190888,0.658146001,0,0,0,0,0.926548875,0
cell_1110,0,0,0,0,0,5.85E-09,0,0,1.28E-05,0,0,8.84E-05,0.74788916,0,0,0,0.797192616,0.079526966,2.65E-08,0,0.007973766,0,0,0,0,0.000413633,0,0,0,0,1.58E-05,0,0,0,0,0,0,0.3503976,1.756576489,5.51E-07,0,0.840842004,0,3.59E-06,0,0,0,0,0,0,0.502254805,1.18E-05,0,0,0.097029363,0,0.000190154,0,1.33E-06,0,0.000256744,0,0,0,0,1.64E-07,0,0,0.43621182,0
cell_1111,0,0.002584622,0.878794958,0,0,1.43E-10,0,0,0.000305364,0.901080775,0,0.943742068,0.000704643,0.000875212,0,4.25E-11,3.090409695,0.300300368,0,0,0.003415411,0,3.53E-07,0,0,6.42E-06,0,0.965449864,3.90814379,0,4.150442071,0,0,0,5.14E-05,0,0.877989782,0.894318567,0,0.082640943,6.72E-05,2.924447499,0,1.29E-07,0,0.953802716,0,0.000381851,0.986178553,0,7.13E-05,0.06916646,0,0.956516226,8.62E-05,9.64E-10,2.41E-05,0,2.711297477,5.13E-09,0.00561704,0,0,0,0,0,1.829976992,0,0,0
cell_1112,0,5.70E-06,0,0,0,0.000437839,0,0,0.044731591,0,0,0,0.000101158,0,0,0,0.268338965,0.432589952,0.006946083,0,0.000920957,0,4.31E-13,0,0,0.000860915,0,0,4.60E-11,0,0.000438678,0,0,0,0,0,0,0,0,0.758338642,0.104198937,0.00673304,0.001377658,0.117702686,3.18E-06,0,0,0.004170492,7.65E-06,0,0.020136056,0,0,0.362414128,0.001201932,1.93E-05,0.005206445,0,0.498944445,2.41E-06,0,0.006252943,0,0,0.001912724,0,0,8.18E-05,0.114619549,0
cell_1113,0,1.72E-05,0,3.40E-09,0,0.883263458,0,2.878735409,1.922372969,0.000521941,0,0,0.481613157,0,0,0,0.017869725,0.060976864,0,0,1.90035755,0,5.54E-07,0,0,0,0,0,0.000105471,0,2.987270423,0,0,0,0,0,0,0,0.307410938,1.889423274,0,0.013779246,0.880360138,0.893150909,0,0,0,1.66E-05,0,0,1.906299014,2.90254418,0,0.09769507,0,0,3.93E-05,0,3.918831939,0.017522727,1.735947871,0.000638319,5.97E-08,0.079669132,0,0.858330121,0,0,0,0
cell_1114,0.000168512,0.97306701,0,0,0,0.935882095,0,0,0.98260159,0,0,0,2.940443473,0,0,0,1.573664733,1.830870671,1.22E-05,0,4.699608555,0,1.89144299,0,0,0,0.812248728,0,0,0,8.748012856,0,0.767454928,0,0,0,0,0,0,1.84014659,0,4.547761937,0.007341358,0.468583754,4.758000137,0,0,4.231853477,0,0,0,1.110989721,0,0.00114095,2.555331845,1.003708034,3.921874814,0,0.80209892,0.88329226,0,0.68855516,0.267573796,0.828398954,0,0,0,0,5.37E-05,0
cell_1115,0.010815606,4.72E-12,0,0,0,0.005556788,0,0,0.840316982,0,0,0,1.39E-12,0,0,0,1.07E-06,0.006452249,0.53877097,0,0.015971423,0,4.94E-16,0,0,0,2.04E-15,0,0,0,1.633717807,0,1.63E-14,0,0,0,0,0,0,9.85E-13,2.58E-06,0.829723001,2.03E-11,1.336293797,5.35E-15,0,0,4.82E-07,0,0,2.68E-08,1.128705031,0,4.59E-09,1.15E-10,1.78E-12,4.60E-06,0,1.77E-05,2.96E-15,0,0,1.64E-07,3.18E-14,0,0,0,0,0,0
cell_1116,0.000106804,0,0,0.818219782,0,0,0,0,0.020130605,0.000889507,0,0.005766767,0.011036428,0,0,0,0.210006973,0.733643969,2.65E-14,0,0.753520901,0,0,0,0,1.710700418,0,0,6.06E-15,0,8.04E-06,2.22E-17,0,0,0,0,0,0,0.000308665,0.001785288,0.000315964,0.001073331,1.03E-17,1.49E-05,3.91E-20,8.96E-06,0,3.93E-05,0,0,0.000109542,0.0002303,0,8.50E-05,0.001033779,0,0,0,0.002194129,0,0.107720568,4.39E-19,0,0,0,1.022562738,0,0,1.59E-18,0
cell_1117,0.968563853,0.933025605,0,0,0,0.797312202,0,0.925290071,1.959785006,0,0,1.483619082,1.489624088,0,0,0,1.632320362,0,0.90435115,0.637762476,0.977595946,0,0,0,0.96803794,0.001752102,0,0,0.968957538,0,1.831544714,0.955400919,0,0,0,0,0,0,0.970848836,0.000239504,0.94004309,1.966779632,0.925173477,0.897365426,0.901410616,0,0,2.780154746,1.966960941,0,1.948019903,1.846331685,0,3.907153696,2.005783924,0.697788059,0.975796427,0,0,0,0.534939814,0,0,1.86972039,0,0,0.860845949,0,0,0
cell_1118,0,0.907147326,0,0.773815768,0,2.19E-05,0,4.32E-06,0.956145018,0.005697806,0,0,3.911882833,0,0,0,0.224689325,1.195491222,0,0,3.943872556,0,0.883874964,0,0,0,0,0,1.894481473,0,7.69408685,0,0,0,0,0.000203435,0,0,0,0.978910253,0,0.00112554,5.15E-05,0.002074053,0,0,0,0.005844251,0,0,0.969051678,2.835004804,0,1.959159707,0,0,0.94912752,0,0.000421542,0.005579226,0.001087814,0.052824195,0.29206701,0.005238207,0,1.93E-05,0,0,0,0
cell_1119,4.81E-09,2.46E-09,4.15E-10,0,0,0.946680967,0,0,0.972594603,1.00E-06,0,7.15E-10,0.002762442,3.40E-06,0,0.721484681,1.896680461,0.471773858,9.49E-11,0,0.976704683,0,0.846375935,0,0,0.015574039,0,1.899513589,3.47E-07,0,0.000676203,0,0,0,2.65E-07,0,1.46E-09,0.748160038,0,0,3.51E-08,0.250990004,0,0.987288386,0,7.59E-10,0,0,1.00E-06,0,0.612731464,1.734458488,0.000171716,0.939510527,1.46E-08,0,0.953461932,0,0.960872086,5.95E-05,9.46E-07,0,0,0,0,0,6.14E-10,0,0,0
cell_1120,4.61E-06,1.958941081,0,0,0,3.75E-15,0,0,1.409317544,0.965919508,0,0,2.932074383,1.902252383,0,0,0.682937798,1.83E-10,2.73E-09,0,2.960593037,0,1.13E-05,0,0,0.392399244,0,0.82789263,1.79E-05,0,7.937994344,0,0,0,0.91333765,2.07E-10,0,0,0,1.162438164,1.384062377,0.978721041,0.00060497,0.079094317,0.004073647,0,0,0,0.811052822,9.06E-10,1.933101936,1.759885336,1.23E-14,0.709354102,0.99141388,1.449071763,3.502187595,0,2.345539758,0.189160123,1.764267924,0,0,0,0,0,0,0,0,0
cell_1121,0.948188279,0,0,0.008395753,0,0,0,0,0.963407086,0,0,0,0.971920226,0,0,0,0.002379712,0.000780576,0,0,0,0,0,0,0,0.007863255,0,0,0,0,0.981482766,0,0,0,0,0,0,0.00703866,7.79E-05,0,2.836300729,1.897647379,0,0,0,0,0,0,0,0,1.10E-06,1.952796502,0,1.963654287,0.538726405,0,0,0,0.959338571,0,0,0,0,0,0,0.010287056,0.000591663,0,0,0
cell_1122,0,0.00018988,0,0,0,0,0,0,1.943455826,0,0,0,0.965842548,0,0,0,0.003013275,2.952516958,0,0,0.969763608,0,0,0.853437276,0,0.107993129,0,0,0,0,0.011462444,0,0,0,0,0,0,0,0,0.933800724,0,7.833431889,0.95624831,0,0,0,0,0,0,0,0.000411614,0,0,0.980307537,0,1.827262244,0,0,0.003254765,0,0,0,0,0,0,0,0,0,2.11E-06,0
cell_1123,0,0,0,0,0,0,0,0,0.81747949,0,0,0,1.41E-11,0,0,0,0.697635678,1.78E-05,0,0,1.727363916,0,0,2.45E-12,0,0.004068744,0,0,0,0,0.050313196,0,0,0,0,0,0,0,0,0.197281954,0,1.08E-10,4.04E-11,8.82E-08,0,0.297169427,0,2.635323108,0,0,0,0,0,1.25E-12,0,7.20E-11,0,0,0,0,0,0,0,0,0,0,0,0,0.743836063,0
cell_1124,0,0,0,1.18E-12,0,0,0,0,0,0,0,0,0.013730404,0,0,0,0.06782475,3.78E-06,0,0,0,0,0,0,0,1.701647916,0,0,0,0,2.07E-13,0,0,0,0,0,0,0.002508242,0,1.61E-14,0.002252895,7.23E-13,0,0.658684933,0,0,0,0.000115953,2.38E-05,0,0.105117524,5.11E-10,0,5.79E-08,6.07E-06,0,0,0,1.15E-08,0,0,0,0,0,0,0,0.046575499,0,0.000383547,0
cell_1125,0,0.972913426,0,0,0,0,0,0,2.03292939,0,0,0,3.918308397,0,0,0,0.003163692,0.02650724,1.81E-10,0,0.978431682,0,0.96785569,0,0,0.006430919,0,0.0010494,1.870437507,0,7.877450441,0,0,0,0,0.903974587,0,0,0,1.637336438,2.932134493,0.004319283,0.931301154,0.662118556,5.904221183,0,0,0,0,0,2.965006081,0,1.25E-10,1.150488017,2.926048772,0.224189701,0.095245711,0,1.704836088,0,0,0,0,0,0,0,0,0,0,0
cell_1126,0,0,0,0,0,0,0,0,2.84E-10,2.63E-05,0,0,8.36E-07,0,0,0,0.677458883,0.000125848,1.12E-07,0,6.49E-07,0,0,0,0,0.77660678,0,0,0,0,0.008030623,0.002801096,0,0,0,0,0,0,0,1.19E-06,0.571988111,4.93E-12,0,0.008734099,0,0,0,5.01E-07,0,0,3.55E-16,1.608791193,0,1.73E-06,0,0,1.93E-10,0,0,0,0,0,0.58167283,0.000540876,0,0,7.66E-12,0,9.33E-07,0
cell_1127,0,0.026644391,0,0,0,2.74E-09,0,0.627853868,0.964161909,0,0,0,0.011108408,0,0,0,0.00018314,0.000563623,0.000170775,0,0.979400256,0,8.02E-09,0,0,0.052298519,9.15E-08,0,0,0,0.970532947,0,4.80E-07,0,0,0,0,0,1.43E-08,0,4.58E-10,2.875309155,0,7.74E-05,3.52E-08,0,0,0,0,0,1.979333958,0,0,1.919295464,0.974792505,0,2.874136631,0,3.69E-05,4.11E-07,0,1.35E-10,0.002172423,2.62E-06,0,0,0,0,0.000959042,0
cell_1128,0,2.61E-07,0,6.46E-06,0,0,0,0.000414209,0.000127252,0,0,0,1.70E-05,0,0,0,0.001284766,0.808670306,1.37E-06,0,1.58E-05,0,0,0.000356966,0,0.000474892,0,0,0,0,2.08E-05,0,0,0,0,0,0,0,0,0.021557191,0,0.037104394,0.000266887,0.001780529,0,0,0,0,0,0,6.57E-06,1.01E-06,0,0.000178952,0,0.011001547,0,6.08E-06,1.55E-14,0,0,0,0,0,0,6.80E-06,9.17E-06,0,0,0
cell_1129,0,0.630344242,0,0,0,0,0,0.238423482,0,0,0,2.86E-13,0,0,0,0,0.008944145,0.00449204,5.63E-08,0,3.44E-11,0,0.004452164,0,0,0,0,0,0,0,0.025475199,0,0,0,0,0,0,0,0,3.61E-15,0,0.822538078,0.833723811,0.024972087,3.53E-14,0,0,0,0,0,0.819370755,0,0,1.543153035,0,0,0,0,0.802859944,3.19E-06,0,0,0,0,0,0,0,0,0,0
cell_1130,0,0.713660917,0,0,0,0,0,0.212891236,4.13E-05,0,0,0,2.09E-06,0,0,0,1.87E-08,0.001525035,0,0,0.000264335,0,0,0,0,0.770655412,0,0,0,0,8.28E-05,0,0,0,0,0,0,0,0,2.47E-06,0,0.016333364,0,7.09E-06,0,0,0,0,0,0,0.052759043,0,0,0.001533213,0.000191874,0,0.001746127,0,0,0,0,0,0,0,0,0,0,0,0.776026044,0
cell_1131,0,0.146409552,0,0.902426202,0,0,0,0,0,3.15E-06,0,0,0.000133045,0,0,0,5.88573362,0,1.973218702,0,0.069633834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-09,1.962171298,1.893495908,12.56600918,0,0.000530567,0,0,0,0,0.969186642,0.938789198,0,0.213885141,0,0,0,0.739081912,2.09E-08,0,0,0,0,0,0,1.894362202,0.953135057,0,3.72E-06,0
cell_1132,0,2.57E-06,0,0,0,0.000512884,0,0,0.913889775,0,0,0.748409051,0,0,0,0,3.965077639,0.956598504,1.923105414,0,1.441227785,0,0.000474628,0,0,0,0,0,0,0,0.002103702,0,0,0,0,0,0,0,0.001746761,0.743689317,0.167703644,1.85865234,0,10.08471465,0.007832737,0,0.805219888,0,0,0,0.931010941,0,0,0.144047959,0.054223685,0,0,0,0.428423745,0.02953293,0,0.000876804,0,0,0,0,0,0,0,0
cell_1133,0,9.74E-06,0,1.38E-09,0,0,0,0,5.19E-17,1.063539594,0,0,0.520720141,0,0,0,0.224659045,1.15E-16,1.08E-09,0,1.10E-13,0,0,0,0,5.27E-06,0,0,0,0,4.13E-19,0.146826184,0,0,0,0,0,0,0,1.80E-14,1.737453817,3.25E-10,0.023291687,0.75193787,0,7.11E-15,0,5.33E-16,0,0,8.74E-11,8.61E-06,0,0.006124896,0,0,0,2.89E-10,0,0,0,0,0,0,0,3.87E-10,1.43E-10,0,1.09E-08,0
cell_1134,0.000520486,0,0,0.747046127,0,0,0,0,0.00326404,0,0,0,1.13E-05,0,0,0,0.013167413,1.35E-05,0,0,0,0,0,0,0,0.747304238,0,0,0,0,0.000322118,0,0,0,0,0,0,0,0,0,0.033390593,0.000302404,0,0,0,0,0,0,0,0,0,0.000111941,0,8.25E-05,0,0,0,0,1.09E-05,0,0,0,0,0,0,0,0,0,0,0
cell_1135,0,6.03E-07,0,0,0,0,0,0.010549746,0.032582634,0,0,0,1.53E-07,0,0,0,0.024710403,0.627039037,0,0,0.001296194,0,0,0,0,7.79E-07,0,0,0,0,0.003043549,0,0,0,0,0,0,0,0,0.024405522,0.00013081,0.021755085,0,1.966824441,0,0,0,5.83E-06,0,0,0.001964545,0.004294901,0,0,0,0,0,0,0,0,0.002426157,0,0,0,0,0,0,0,0.441115597,0
cell_1136,0.662849058,9.25E-06,0,0,0,0.856047956,0,0,1.796590648,8.07E-08,0,0,1.050435001,1.317305301,0,0,3.936741299,0.958330882,2.903492942,0,0.001391013,0,0.004084442,0,0,0,0,0,6.16E-07,0,0.000260252,0,0,0,0,0,0,0,0,0.560385058,9.49E-05,1.447587543,0.539296671,19.77925804,0.836614266,0,0,0.848976247,6.69E-05,0.898983598,1.431861668,0.000206069,0.872931803,0.45358905,1.008713846,0,0.613379556,0,0.407780968,4.57E-05,0.000214615,0,0,0,0,0,0,0,0,0
cell_1137,0,0.915663538,0,4.38E-10,0,1.19E-07,0,0,2.07E-08,0.001105628,0,0,0.856526895,0,0,8.00E-09,2.262487941,4.954938944,0.495820364,0,4.64E-08,0,0.445401537,0,0,0,0,5.56E-05,0.954496346,0,0,0,0,0,0,0,0,0,0,0,0.953542514,0,0,8.192879655,0,0,0,9.00E-09,1.790024719,0.000311035,0,2.474335473,0.786212613,0,0,0,0.000252623,0,0.958248213,0.803014006,0,0,0,0,0,0,0,0,0,0
cell_1138,0,0,0,6.92E-08,0,0,0,0,0,0,0,0,1.831868911,0,0,0,0.894243888,1.942946283,0,0,0,0,0,0,0,0.992279841,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-10,0.945370819,0,0,2.0773882,0,0,0,0,9.79E-06,0,0,0,0,1.15E-05,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0.104132701,0,0.956137893,0
cell_1139,0,0,0,0,0,0,0,2.26E-05,0.000498214,0,0,0,8.80E-11,0,0,0,0.782466529,0.007161953,0,0,3.87E-06,0,0,0,0,0,0,6.38E-06,0,0,0.003791474,0,0,0,0,1.14E-11,0,0,0,0.545169954,2.55E-07,0.000100457,0,2.295494509,0,0,0,2.60E-07,0,0,3.89E-06,9.20E-06,0,0,0,0,0,0,0,0,0.001170491,0.000285553,0,0,0,0,0,0,0.381069981,0
cell_1140,0,0,0,1.809552243,0,3.74E-10,0,0,0,0,0,0,2.462503718,0,0,0,9.65E-11,0.986940136,0,1.88E-10,0,0,0,0,0,0.865550757,0,0,0,0,0,0,0,0,0,0,0,7.96E-11,0,0.962164443,0.002364087,4.99E-11,0,0.000215737,3.86E-10,0,0,3.83E-09,1.71415609,0,0,0,0,2.922022646,0,0,0,0,1.938367133,0,0,0,0,0,0,0,7.27E-12,0,0.87172036,0
cell_1141,0,0,0,0,0,0,0,0.570025152,0.001515015,0,0,0,1.53E-05,0,0,0,0.006593358,0.000764574,0.020734675,0,3.86E-05,0,0.935142989,0,0,0,0,0,0,0,0.918631852,0,0,0,0,0,0,0,0,0.013606051,0,0.022159825,0.015966714,10.01975516,0,0,3.98E-08,6.07E-06,0,0,0.031734073,0,0,0.205817189,0,0,0,0,0.002968531,0,0,0,0,0,0,0,0,0,0,0
cell_1142,0,0,0,0,0,0,0,0.919772599,0.610314948,0.000159342,0,0,0,0,0,0,1.983109384,0.097658424,0,0,0,0,0,0,0,0,0,0.948626579,0,0,0.921696553,2.89E-06,0,0,0,0,0,0.000260874,5.41E-05,1.718450112,9.10E-06,5.404960549,0,0.953726367,0,0,0,0,0,0,0.782936839,0.811291875,0,0.017697223,0,0,1.813616197,0,0.000791384,0.003611773,0,0,0,0,0,0,0.002536864,0,0,0
cell_1143,0,0,0,0,0,0.000253504,0,0,7.62E-13,0,0,0,0.841128722,0,0,0,2.67E-10,1.88E-08,0,0,0,0,0,0,0,0,0,1.73E-06,0,0,6.66E-18,0,0,0,0,0,0,0,0,0,0.002482181,4.66E-12,0,1.05E-05,0,0,0,9.03E-05,0,0,0,0,3.08E-14,0,0,0,0,0,0,0.000674893,0,0,0,0,0,0,0,0,0,0
cell_1144,0,0,0,0,0,7.83E-08,0,0,0.929445372,0.93391931,0,0,0.069699189,1.69E-06,0,0,4.748937365,0.106649361,0,0,0.351521834,0,0,0,0,0,0,0,0,0,0.980388913,0.000107745,0,0,0,5.79E-06,0,0,0,0,2.16E-07,1.890030444,2.72E-05,7.108392042,0.000168442,0,0,0,0.940175628,0,0.000132667,0,0,0.002478472,0.005322627,0,0,0,0.922622517,0,3.26E-07,0,0,0,0,0,0,0,0,0
cell_1145,0,0,0,0,0,0.898066753,0,0.90407796,0.846854263,0,0,0,0.984061668,0,0,0,0,1.98E-06,0,0,2.922950771,0,0.966692524,0,0,0,0,2.03E-10,0,0,4.949336022,0,0,0,0,0,0,0,0,2.989863523,0.977780022,4.808300477,0.962370591,0.987212685,0,0,0,1.225489884,0,0,2.950174993,1.940952504,0,0,0.983632826,0,2.807691575,0,0,0,3.948816517,0,0,0,0,0.018089432,0,0,0,0
cell_1146,0,0.006306531,0,0,0,0.000209364,0,0.030094499,0.02917488,0,0,0.000103302,2.63E-17,0,0,0,0.01271794,0,0.012192982,0,0.305819689,0,0,0,0.000712616,0,0,0,0,0,0.031040455,0,0,0,0,0,0,0,2.40E-09,0.758035883,8.24E-05,0.016106544,0,0.413530471,1.85E-11,0,0.000564215,0.023133378,0,0,5.60E-05,0,0,0.000161211,0.00050221,0.061313905,0.023036634,0,5.46E-08,0,0,0,0.000442736,0,0,0,0,0,0,0
cell_1147,1.18E-20,0,0,0,0,0,0,1.88E-07,8.80E-06,2.03E-06,0,0,6.02E-05,0,0,0,0.768674379,0.001716437,0.000278077,0,0,0,0,0,0,0,0,2.13E-08,0,0,2.18E-05,0,0,0,0,0,0,1.30E-05,0,0.006796692,2.04E-05,8.31E-06,0,0.001738241,0,5.93E-06,0,5.14E-05,4.09E-05,0,2.84E-06,0.617596153,0,1.685530274,0,1.33E-05,0.002272542,0,2.09E-05,0.79930514,0,0,0,0,0,0,2.09E-05,0,3.23E-19,0
cell_1148,0,0,0,0,0,0,0,0,4.895144188,9.23E-05,0,0,0.284085123,0.004066404,0,0,8.257895048,0,1.38E-07,0,0,0,0.447044482,0,0,0.001847946,0,0,0,0,4.839438228,0,0,0,0,0,0,0,0,0.402513599,2.845208206,0.289900678,0,9.67574261,0.036664322,0,0,1.86E-07,5.90E-05,0,5.796511064,0.067081871,1.17E-07,1.100467224,1.836412864,0,0,0,2.200849232,0,5.640484874,0,0,0,0,0,0,0,0,0
cell_1149,0,0,0,0.138212115,0,0,0,0,0,0.806303146,0,0,0.141857549,0,0,0,2.68005353,1.9697237,0.415538084,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-11,0,0,0,0,0,0,0,0,0.000149156,8.10E-11,0,3.134480317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334183,0,0,0,0,0,0,0,0,0,8.43E-15,0
cell_1150,0.554866516,0.032324584,0,0,0,0,0,0,0.894957617,0,0,0,0.703412349,0,0,0,5.370256455,0,3.971306708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285024,0,0,0,13.79592127,0,0.289220754,0,0.000863082,0,0,0,0.005393365,0,1.44E-06,6.64E-05,0,0,0,0.075537701,0,0,0,0,0,0,0,4.19E-05,0,0,0
cell_1151,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-06,0,0,0,0.683317283,0.056960964,0,0,4.51E-10,0,0.002600384,0,0,0,0,0,0,0,1.243447368,0,0,0,0,0,0,0,0,3.13E-09,0,0,4.02E-09,0.507896238,0,0,0,2.77E-05,0,0,1.12E-05,0,0,0.831983119,3.28E-10,0,3.07E-09,0,0,0,4.97E-08,0,0,0,0,0,0,0,0,0
cell_1152,0.033645908,0.878251813,0,0,0,0,0,1.783405085,0.569872857,0,0,0,0.945481208,0,0,0,0.001426307,0,0.696502672,0,5.667754684,0,0,0,0.907935025,0.002079924,0,0.000501566,0.078918244,0,2.611724283,0,0,0,0,0,0,0,0,2.850086806,0.958910976,15.68467071,0,0.743293045,0,0.01122785,0,10.83429176,0,0,0,0.960257853,0,0.357801065,1.982053793,0.797202364,3.830993867,0,0,0,0,0,0.901587832,0,0,0.958541845,0.941983564,0,0,0
