,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_1153,0,0,0,0,0,0,0,0.00133888,2.217549434,2.912311427,0,0,3.682143211,0,0,0,0.000322972,0.723926614,0.009769453,0,0,0,0,0,0,0,0,3.81E-05,0,0,0.004142793,0,0,0,0,0,0,2.945062023,0.985390893,0.139020263,0,1.24E-05,0.010378879,0.003231769,0,0.971732566,0,1.64E-07,0.947214757,0,3.942556736,1.983042135,0,0.982670216,0,0.954142466,0.925908771,0,3.945044384,0.827497093,4.43E-15,0,0,0,0,0,0.980625396,0,0,0
cell_1154,0,0,0,0,0,0.878939078,0,0,1.636950056,0,0,0,9.23E-05,0,0,0,0.762726438,4.07E-09,0,0,0,0,0,0,0,0.450526707,0,0,0,0,3.993203041,6.64E-07,0,0,0,0,0,0,0,1.09774651,4.789324118,0,0.906811903,0.241733231,0,0.976511486,0,0.031446991,0.362875677,0,1.337580559,0.981912438,0,1.954955866,0,0,0,0,0.95936068,12.87349292,0,2.47E-06,0,0,0,0,0,0,0,0
cell_1155,0,0,0,0,0,0,0,0,0.743436174,0,0,0,0.814223611,0,0,0,0.000165863,0.015155637,4.46E-06,0,0,0,0.404918687,0,0,2.25E-09,0,0,0,0,0.088484132,0,0,0,0,0,0,0,0,5.46E-13,0,4.66E-10,0,6.17E-05,0,0,0,0,0,0,0,0,0,0.77356351,4.80E-07,0,0,0,0,0,0.499147616,0,0,0,0,0,0,0,0,0
cell_1156,0.355361227,0,0,0,0,1.01E-05,0,0.035920806,0.451530267,0,0,0,6.35E-05,0,0,0,0.000430701,0,0,0,0.096763103,0,0,0,0.002805791,1.04E-05,0,0,0.591443712,0,0.128887226,0,0,0,0,0,0,0,0,0.009944181,0.000719123,0.091491817,0,0.098368488,0,0,0,0.012642247,0,0,0,0.007010069,0,1.23898266,0.686638073,2.31E-05,0.006497708,0,0.777389151,0,0,0,0.000182374,0,0,0.00764634,5.63E-06,0,0,0
cell_1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38E-05,4.45E-13,0.00042743,0,0.000114927,0,0,0,0,0.815679424,0,0,0,0,0.003220978,0,0,0,0,0,0,0,0,0.717805671,0,0.832738629,0,0.000102303,0,0,0,8.31E-08,0,0,0,0,0,0.000837987,0.036700774,0,0,0,0.000399872,0,0,0,0,0,0,0,0,0,0,0
cell_1158,0,0,0,0,0,7.18E-09,0,0,0.007514331,0,0,0,9.90E-05,0,0,0,0.000139314,0,0,0,0.009950216,0,0,0,0,1.43E-06,0,0.000974508,0,0,0.005439245,3.29E-06,0,0,0,0,0,0,0,0.009029219,9.26E-05,0.004138759,0.007267101,2.871527704,1.61E-05,2.58E-05,0,0.101080669,0.01065236,0,0.000167725,9.22E-06,0,3.01E-05,1.98E-05,0,0,0,3.25E-05,0.000184017,0,0,0,0,0,0,0,0,0.000830994,0
cell_1159,0,0,0,0,0,0,0,0,0,5.95E-08,0,0,0,0,0,0,2.63E-05,0.803710324,0,0,1.662381851,0,0,0,0,0,0,0,0,0,0.034826373,0,0,0,0,0,0,0,0,4.15E-05,0,0,1.05E-08,0.010094871,0,0,0,0,0,0,0,0,0,0.00386996,1.05E-05,0,0,0,0,4.21E-05,0.032590419,0,0,0,0,0,0,0,6.24E-08,0
cell_1160,0,0,0,0,0,4.55E-06,0,0,0.011140491,0,0,0,0.023058747,0,0,0,0.037752089,0.704361721,0,0,2.63E-07,0,0.70596709,0,0,7.79E-08,0,0,0,0,3.376387318,0,0,0,0,0,0,0,0,2.04E-06,3.08E-11,4.76E-06,2.87E-06,0.000158873,0,0,0,7.73E-05,0,0,4.39E-07,9.11E-11,0,0.058069579,1.25E-05,0,3.15E-06,0,0,1.37E-10,0.005493366,0,0,0,0,0.006114458,0,0,4.87E-09,0
cell_1161,0,0,0,7.84E-10,0,0,0,0,0,0,0,0,0.923180705,0,0,0,0.012418063,0.22184866,0.577274644,0,0,0,0,0,0,0,0,0,0,0,0,0.774295983,0,0,0,0,0,3.07E-10,0,0,0,1.74E-07,0,0.578276833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,0,0,0,0,0,0,3.44E-06,0
cell_1162,2.38E-10,0,0,4.51E-19,0,0,0,9.33E-13,0.001940328,0.015797748,0,0,0.150327529,0,0,0,0.998608605,0,1.949922393,0,0,0,0,0,0,0,0,0,0,0,0.885651837,0,0,0,0,0,0,1.72E-05,3.65E-06,0.924359217,0,0,0.895828242,8.742933601,0,0.002927521,0,0.827013953,0.001082179,0,0.002061136,0.028653257,0,0.941109978,0,0.006150341,0.000374417,0,0.000320093,1.13E-05,0.000499083,0,0,0,0,0,0.000297991,0,1.39E-08,0
cell_1163,0.498665755,0,0,0,0,0,0,0.058005922,0.604021072,0,0,0,0.000132091,0,0,0,0,0,0,0,0.146178207,0,0,0,0,0.000442406,0,0.008917205,0.840597517,0,0.231681485,0,0,0,0,0,0,0,0,0.019074423,0,0.034585091,0,0.083062818,0,0,0,0.019645036,0,0,0,0.005409247,0,0.913695364,0.575919816,0.000200488,0.007330608,0,0.486238426,0,0,0,0,0,0,0.006041783,0,0,0,0
cell_1164,0,5.28E-07,0,0,0,0,0,0,4.77E-05,0.000144594,0,0,0,0,0,0,0.02950233,1.4491555,0,0,1.20E-05,0,0.001755182,0,0,1.577542094,0,0.004673558,0,0,0.000520127,0,0,0,0,0,0,2.86E-05,0,0.000110931,2.36E-05,0.002807446,4.03E-08,0.000744079,0,0,0,2.55E-06,6.16E-07,0,0.000458034,3.48E-07,0,0.006840317,0.000172107,0,3.01E-06,0,0.000233783,0,0.083545398,0,0,0,0,0,0.000703059,0,4.41E-08,0
cell_1165,0,0,0,0.166373953,0,0,0,0,0,0,0,0,0.26690969,0,0,0,3.32667435,1.349037888,0.997037608,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,0,0,0,0,0,0,0,0,1.734155013,0,5.997542088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961971116,0
cell_1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.996322128,0.020381494,0.976213681,0,0.939972385,0,0,0,0,0,0,0,0,0,5.49E-07,0,0,0,0,0,0,0,0,0,4.69E-10,0,0,6.968763729,0,0,0,0.245870747,0,0,0,0,0,0,0.830025113,0,0,0,0,0,0.834743091,0,0,0,0,0,0,0,5.57E-08,0
cell_1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-07,0.026339444,0,0,0.006399518,0,0,0,0,0,0,0,0,0,0.739535967,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0.821624687,0,0,0,0,0,0,1.09E-05,0,0,0.001753919,0,0,0,0,0,0,0.784740925,0,0,0,0,0,0,0,0,0
cell_1168,0,0,0,0,0.002625613,0,0,0,1.931180935,0.899128374,0,0,0.000170378,0,0,0,0,0.04573599,0,0,3.896901547,0,0.000914174,0,0,4.57E-05,0,0.754169399,0,0,4.810406146,0,0,0,0,0,0,0.091728709,0,0.973172921,2.48E-06,6.807304491,0.817831486,2.21E-08,0.000549236,0,0,2.85506745,0.870620998,0,3.38E-06,0,0,0.952780655,0.951167074,0,1.84989211,0,0.828841297,0,0.107770478,0,0,0,0,0,3.44E-07,0,0.948451499,0
cell_1169,0,0,0,0,0,0,0,0,0,1.71E-09,0,0,2.81E-08,0,0,0,1.752233798,0.969536444,1.07E-26,0,0.072439121,0,0,0,0,0,0,0,0,0,3.822290554,0,0,0,0,0,0,4.48E-06,0,0.913624912,0,0,5.94E-13,1.926495713,0,0,0,0,0,0,1.61E-07,3.09E-07,0,0,0.000327957,0,0,0,5.12E-27,0.925580212,0,0,0,0,0,0,1.41E-27,0,0,0
cell_1170,2.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21510522,0.009845702,0.914009182,0,1.848926894,0,0,0,0,0.009954317,0,0,0,0,1.912085284,0,0,0,0,0,0,0,0,1.821410165,0,0.773499221,0,2.844237567,0.782653951,0.87984417,0,4.17E-07,0,0,0.80384182,0.094775818,0,0.970902812,0,0,0.858780071,0,1.915711666,0,0,0,0,0,0.702351569,0,0,0,0,0
cell_1171,0,0,0,0,0,1.54E-10,0,0,6.79E-10,0,0,0,0,0,0,0,3.41E-06,0.435902763,0,0,2.78E-10,0,0,0,0,0.001352967,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,4.03E-07,2.46E-07,3.03E-08,5.49E-12,1.075841037,0,1.66E-10,0,0,1.76E-09,0,0.853261451,1.28E-09,0,1.71E-07,0,0,5.78E-08,0,7.71E-07,6.73E-08,0,0.66565724,0,0,0,3.62E-07,0,0,0,0
cell_1172,0,0,0,0,0,0.049249687,0,0.917805991,0,0,0,0,0.019705436,0,0,0,0.643910278,0,1.11E-08,0,0.901500353,0,0,0,0,0.914476348,0,0.892181304,0.258709411,0,2.807933256,0,0,0,0,0,0,0,0,0,0,2.897033136,0,0.859641655,2.71E-13,1.46E-07,0,1.837744164,0,0,1.75E-10,0.92701758,0,0.914980588,3.31296239,0.751241069,4.54E-06,0,0.448686605,0,0,0,0,0,0,0,0,0,0,0
cell_1173,0,0.94067781,0,0,0,0,0,0,4.97E-08,0,0,0,0,0,0,0,1.126520868,8.104702053,0,0,0,0,0,0,0,0.024287307,0,0,0,0,0,0,0,0,0,0,0,0.887438647,0,1.68E-07,0,0.827656662,0,4.932144846,0,0,0,0,0,0,0,0,0,0.000705439,0,0,0,0,0,0,0,0,0,0,0,0,0.909517101,0,0,0
cell_1174,0,0,0,0,0,0,0,0,0.00139352,0,0,0,0,0,0,0,1.960378032,1.27E-07,0,0,0,0,0.023239944,0,0,0.911435822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968332854,0,0,0.91576292,0,0,0,0,0,0,0.957201324,0.948465679,0,1.957920279,0.037191738,0,0.9409524,0,0,0.716417402,0,7.35E-14,0,0,0,0.91674956,0,0,0.814279384,0
cell_1175,0,0,0,5.57E-20,0,0,0,0,0,0,0,0,4.26E-09,0,0,0,1.974259014,1.53E-14,3.21E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000854611,9.71E-17,4.99E-11,0,7.940395112,0,0,0,0,0,0,1.54E-10,4.62E-12,0,0,0.960939878,0,0,0,0,3.06E-12,0,0,0,0,0,0,0,0,0,0
cell_1176,0,0,0,0,0,5.51E-08,0,0,0,0,0,0,3.40E-06,0,0,0,0.001145622,1.718912844,0,0,0.000195958,0,0,0,0,1.59E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448655,0,0,0.001192215,0,0,0,0.128122172,0,0,0,0,0,6.47E-08,9.41E-07,1.12E-05,0,0,1.58E-05,6.53E-06,0.011345913,0,0,0,0,0,0,0,0,0
cell_1177,0,1.83E-09,0,2.22E-08,0.409112851,0,0,0,1.958368571,7.26E-07,0,0.000984575,0.9712635,1.52E-11,0,0,0,1.73E-13,0,0,4.885918922,0,0,0,0,0,0,0.902880052,0,0,3.94562398,0,0,0,0,4.52E-07,0,0.189107446,0,2.960601458,0,2.935161448,6.02E-06,2.82E-09,1.880825097,0,0,3.862005394,0.000471022,0,3.66E-09,0,0,0.970891215,1.969728793,0,0.000440133,0,0.000194009,0,0.030314405,0,0,0,0,0,0.947119408,0,0.973435881,9.34E-09
cell_1178,0.196120634,0,0,0.017748898,0,0,0,0.836763044,0.88933874,0,0,0,0.676232546,0,0,0,8.745928677,0,2.938962413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003840922,0,0,0,23.9606361,0,0,0,0,0,0,0.048073226,1.87E-09,0,0.927797252,0,0,0,0,0.885599544,1.89E-05,0.713581718,0,0,0,0,0,0.834272361,0,0.694049577,0
cell_1179,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-09,0,0,0,0,0.415767236,0,0,0,0,0,0,0,0,0,0.099878955,0,0,0.000387744,0,0,0,0,0,0,0,0,3.98E-13,0,0.826627168,0,0.00093813,0,0,0,0,0,0,0.800379978,0,0,0,5.30E-12,0,0,0,0,0,5.09E-06,0,0,0,5.86E-16,0,1.08E-08,0,0,0
cell_1180,0,0,0,0,0,1.11E-08,0,0,0,0,0,0,0.191915958,0,0,0,0.002078327,0.058397247,0,0,0.344558347,0,0,0,0,0,0,0,0,0,3.87E-05,0,0,0,0,0,0,0,0,1.79E-08,0,3.76E-07,0,1.63E-13,1.09E-09,0,0,0,0,0,1.09E-07,0,0,1.09E-14,0.335010634,0,0,0,1.11E-16,0,0,0,0,0,1.68E-11,0,0,0,1.25E-08,0
cell_1181,0,0,0,0,0,0,0,0,0,0,0,0,0.012609935,0,0,0,6.79E-07,0.124550112,0,0,0,0,0,0,0,0,0,0,0,0,1.725964873,0,0,0,0,0,0,0,0,0,0,0.002036121,0,6.67E-05,0,0,0,0,0,0,0,0,0,0,0.454190639,0,0,0,0.008802422,0,0.783394722,0,0,0,0,0,0,0,0,0
cell_1182,0,0.922779096,0,0,0,2.280103198,0,0,2.836641637,0,0,0,0.969017739,0,0,0,2.87E-07,4.04E-06,0,0,0,0,0,0,0,0,0,0.259862488,0,0,0.790102247,0,0,0,0,0,0,0,0,1.146754271,3.21628949,0.096062691,0,1.785555613,0,0,0,0,0,0,3.104974768,0.738622491,0.003265282,0,0,0,0.939898141,0,0.039014864,1.792803245,0.41754823,0,0,0,0,0,0.885256809,0,0,0
cell_1183,0,0,0,0,0,0.47368118,0,0,0.081580961,1.60E-09,0,0,0.000730229,0,0,0,3.66E-05,0.002091724,6.04E-19,0,0,0,0,0,0,0,0,0.598193964,0,0,0.149423288,0,0,0,0,0,0,0,0,0.014445167,0.497691992,0.034708627,0,0.699906965,0,0.079698665,0,0,0,0,0.035394088,0.134324061,0.72774976,0,0,0,0.000830643,0,0,0.000134096,0.444935223,0,0,0,0,0,8.92E-05,0,0,0
cell_1184,0,5.21E-14,0,3.03E-14,0,0,0,0,0.000415535,0.000360352,0,0,0,1.38E-08,0,0,0.303757308,0.015361982,0.809248709,0,7.26E-07,0,0,0,0,0,0,3.79E-10,0,0,1.73E-10,0,0,0,0,1.79E-13,0,0,0,4.94E-05,0,0.420425962,1.61E-09,7.09E-07,0,0,0,0,0,0,1.87E-10,0,0,0.000633957,2.80E-16,0,1.70E-10,0,5.22E-13,0,7.88E-13,0,0.726439095,0,0,0,7.20E-10,0,0,1.14E-14
cell_1185,0,0,0,0,0,0,0,0,0,0,0,0,0.19932803,0,0,0,0.001963046,0.05651939,0,0,0.341749197,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,0,1.62E-08,0,1.14E-05,0,0.002819673,0,0,0,0,0,0,0,0,0,0,0.331691109,0,0,0,0,0,2.23E-07,0,0,0,0,0,0,0,0,0
cell_1186,0,0,0,0,0,0,0,0,0.964991538,0,0,0,0.913894502,0,0,2.82E-06,6.32E-05,2.894618135,1.77E-09,0,0.887895452,0,0,0,0,0,0,7.84E-05,0,0,2.39E-07,0,0,0,0,0,0,0,0,0.974951892,0,0.000129427,0,0.030922267,0.952107282,0,0,0,0,0,0,0,0.077250902,1.945042236,0.969487316,0,0,0,0,0,0,0,0,0,0,0,0.795035116,0,0.012794809,0
cell_1187,0,0.934569317,0,0.818563897,1.44E-06,0,0,0,0.898786115,0,0,7.83E-05,0,0.875980318,0,0,1.144347769,1.543975776,0,0,1.319809301,0,0,0,0,0,0,0.940644804,6.38E-05,0,1.956666356,0,0,0,0,0.692868876,0,0,0.001668427,1.454156256,0,3.272034002,0.924617677,3.934016387,4.11E-08,0,0,0,0,0,0.932876966,0.010767827,0,2.918758194,0.7890447,0,0.909893607,0,0.957960402,0,1.77E-06,2.12E-06,1.36E-09,0,0,0,1.046072877,0,0,0.715915834
cell_1188,0,0,0,0,0,0,0,0,0,0,0,0,1.733812027,0,0,0,0,0,0,0,1.615401008,0,0,0,0,1.18E-05,0,0,1.94E-06,0,0.76140684,0,0,0,0,0,0,0,0,9.61E-09,0,6.22E-07,0,1.133297651,0,0,0,0,0,0,0,0.005896428,0,0.802219521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62E-06,0
cell_1189,0,0,0,0,0,0,0,0,0,0,0,0,0.305284091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-14,0,0.728518806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917044494,0,0,0,0,0,0.723998171,6.96E-08,0,0,0,0.590005469,0,0,0,0,0,0,0,0,0,0,0
cell_1190,0,0,0,0,0,0,0,0,0,0,0,0,0.532173137,0,0,0,0.148246066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115985319,0,0,0,0,0,0,0,0,0,0,2.658105916,0,0.010702784,0,0,0,0.086416869,0,0,0,0,0,0.007565534,0.000660654,0,0,0,0.254249044,0,0,0,0,0,0,0,0,0,0,0
cell_1191,0,0,0,0,0,6.53E-08,0,0,1.46E-09,0,0,0,0.452507459,0,0,0,0.000756416,4.28E-13,0,0,0.224989381,0,0,0,0,1.38E-07,0,0,0,0,1.37E-10,0,0,0,0,0,0,0,0,0,0,3.19E-06,0,0,0,0,0,2.59E-09,0,0,0,0,0,1.26E-07,0.240808424,0,0,1.07E-12,0,0,0,0,0,0,0,0,1.22E-07,0,2.19E-06,0
cell_1192,0,0,0,0,0,5.47E-06,0,0,8.21E-06,0,0,0,0.007671766,0,0,0,0.643918962,0,0,0,0,0,0,0,0,0,0,0,7.53E-07,0,0.001634326,0,0,0,0,0,0,0,0,0,0,0.837799319,0,2.511702378,0,0,0,0.000501389,0,0,0,0,0,3.55E-05,0,0,0,0,0.002181023,0,0,0,0,0,0,0,8.27E-06,0,0,0
cell_1193,0,0,0,0,0,0,0,0,5.57E-10,0.837072416,0,0,0,0,0,0,0.010197527,1.973204277,0.001776545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88E-10,0,0.00152128,0,3.56E-12,0,2.17E-05,0,0,0,0,0,0,0,3.15E-15,0,0,0,0,0,0,0,0,0.000271849,0,0,0,0,0,0,0
cell_1194,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,4.57E-05,0,0,0,0,0.011648827,0,0,0.83575136,0,9.67E-08,0,0,0,0,0,0,0,0,5.07E-06,0,2.53E-05,0,0.001692258,0,0,0,0,0,0,0,3.75E-06,0,9.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026562083,0
cell_1195,0,4.42E-10,0,0.00287414,0,0.981807071,0,0,0.000720499,0,0,0,0.107594121,0,0,0,0.007042468,0.006455789,0.002464319,0,0.196722611,0,0,0,0,2.10E-06,0,1.34E-05,0,0,0.065024981,0,0,0,0,0,0,0,0.01138061,0.749325316,1.24E-05,0,0.003857893,0.001571525,0,0.190529378,0,0,0,0,2.49E-07,0.000180945,0.001311793,0.013301207,0,0,6.65E-09,0,0.041103001,1.76E-06,4.43E-05,0,0,0,0,0,3.27E-09,0,0,0
cell_1196,0,3.07E-06,0,0,0,0,0,0,0,0,0,2.66E-15,2.36E-07,0,0,0,0.00024545,0.000278441,5.49E-06,0,5.68E-07,0,0,0,0,3.96E-11,0,0,2.76E-05,0,0.000202948,0,0,0,0,0,0,0,0,0.001177929,0,5.96E-09,5.44E-05,4.622942501,0,0,0,0,0,0,0,0.000435947,0,0,0,0,3.88E-06,0,0,0,0,0,0,0,0,0,0,0,0.000347834,0
cell_1197,0,0,0,0.000337126,0,0,0,0,1.10E-07,0,0,0,0.00076872,0,0,0,1.571820485,1.00E-08,0.001453848,0,0.000406628,0,0,0,0,0,0,0.837731012,0,0,0,0,0,0,0,0,0,0,0,4.09E-07,0,0.816401204,0,2.259751002,9.06E-08,0.001410111,0,0,0,0,0,0.004702037,0.000216652,1.16E-05,6.49E-08,0,0,0,0,0,0,0,0,0,0,0,9.23E-10,0,0,0
cell_1198,8.40E-09,5.00E-05,0,0.895056381,0,6.03E-06,0,0,4.12E-06,0,0,0,0.867615214,0,0,0,3.994552339,0,0.958106428,0,4.86E-06,0,0,0,0,0,0,0.001558902,0,0,3.66E-05,0,0,0,0,0,0,0,0,1.22E-05,0.000892965,0.010715138,0,8.896438411,0,0.921155027,0,0,0,0,0,0.922346532,0,0,0,0,8.30E-06,0,2.60E-05,0,0,0,0,0,0,0,3.02E-06,0,7.25E-07,0
cell_1199,0.830851822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-08,0,0,0,0,0,5.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_1200,3.20E-05,1.697118448,0,0,0,0.921052752,0,0,0,0,0,0,0,0,0,0,5.943388075,5.54E-11,2.904741022,0,0,0,0,0,0,0,0,0,0.929205658,0,0.837994387,0,0,0,0,0,0,0,0,0.944245039,0,0,0.935987954,13.54800553,0,0,0,0.88747231,0,0,0,0,0,0.102757294,0.018358725,0,0.696930727,0,0,0,0,1.55E-06,0,0,0,0,0,0,0.925753968,0
cell_1201,0,2.38E-09,0,0.913380244,0,0.527046186,0,0,0.162148235,0,0,0,0.812298563,0,0,0,0.03140436,0.965756685,0,0,3.866831754,0,0,0,0,0.845797393,0,0,0,0,0.071518361,0,0,0,0,0,0,0,0.902058326,0.808693019,0.006365899,2.95E-06,0.947794574,0.921697228,0,0,0,0,2.59E-07,0,0.00029023,0,0,4.85204161,0,0,0,0,2.067291582,0.029066121,0,0,0,0,0,0,0.001255371,0,0,0
cell_1202,0,0,0,0,0,0.233978563,0,0,0.635717445,0,0,0,0.009369539,0,0,0,1.978181962,0.818496625,0.97620127,0,1.500115678,0,0,0,0,0,0,0,0,0,0.820112347,0,0,0,0,0,0,0,0.001719977,0.242333507,0,9.76E-05,0,4.829960277,3.41E-06,0,0,0,2.94E-05,0,0,0,0,0.039050563,0,0,0,0,2.63923148,0.004119575,0,0,0,0,0,0,0,0,2.62E-05,0
cell_1203,0,0,0,0,0,0.787939822,0,0,0.845856781,0,0,0,0,0,0,0,0,0,0,0,0.087136978,0,0,0,0,0,0,0,0.803277853,0,0.769586189,0,0,0,0,0,0,0,0,0,0,1.73349083,0,0,6.13E-06,0.720691154,0,0,0,0,0,0,0,1.456987728,6.45E-05,0,0,0,0,0,0,0,0,0,0,0,0.828998443,0,0.440612308,0
cell_1204,3.42E-07,0.009619877,0,4.28E-06,0,0,0,0,0.017278867,0,0,0,0.907514351,0.000138794,0,0,1.051133591,1.270377088,0,0,1.428731291,0,0,0,0,0,0,0.001745812,0.950708496,0,0.005372503,0,0,0,0,0.796825653,0,0.18658915,0.860064994,1.965049939,0,2.657541051,0,0.127916105,0,0,0,0,0,0,0,0.914124311,0.204156196,2.79761646,0.750223176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_1205,0,0,0,0,0,0.003147331,0,0,0,0,0,0,0,0,0,0,0.699128828,7.11E-05,0.728160707,0,2.24E-07,0,0,0,0,0,0,0,0,0,1.158871364,0,0,0,0,0,0,1.09E-06,0,7.90E-08,0,7.14E-11,0,0.809532737,0,0,0,0,0,0,0,0,1.22E-06,4.95E-10,0.000564559,0,0,0,0,0,0.069533241,0.046966058,0,0,0,0,5.69E-12,0,0,0
cell_1206,0,0,0,9.10E-05,0,0.824493419,0,0,0.02387017,0,0,0,1.433685102,0,0,0,4.10E-05,0.000171184,0,0,0.809100444,0,0,0,0,0.000271628,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-17,0.431307147,8.34E-18,1.85E-06,2.80E-07,0,0,0,0,0.04551611,0,0.470719877,0,0,0.003320598,0,0,0,0,0.845441871,3.523756673,0,1.26E-08,0,0,0,0,0.834719738,0,0,0
cell_1207,0.020500663,0.554053192,0,4.85E-11,0,0.946724674,0,0,0.973235336,0,0,0,0,0,0,0,0.035911388,4.27E-06,0,0,0.095062362,0,0,0,0,0,0,0,0,0,2.858085345,0,0,0,0,0,0,0,0,0.919634226,0.000104792,0.973204772,0,1.978266752,0,3.51E-12,0,0,0,0,0,3.79E-11,0,0,0,0,0.960195311,0,0.968474669,1.52E-07,0,0,0,0,0,0,0.915408821,0,3.81E-06,0
cell_1208,0,0.953249823,0,0,0,0,0,0,0.910901353,0,0,0.738731773,0,0,0,0.747234853,0,0,0.009606927,0,0.965412101,0,0.805848614,0,0,0.040926649,0,0,0,0,2.80029372,0,0,0,0,0,0,0,0,0.916357454,0,0.002884543,0,0.00603699,0.955289069,3.58E-06,0,1.858290713,0,0,0.971643019,0,0,0.018889631,2.921468637,0,0,0.895437172,0.775317247,0,0,0,0,0,0,0,1.53E-07,0,0.965832954,0
cell_1209,0,0,0,0,0,0,0,0,0.585598222,0,0,0,0,0,0,0,0.047008959,0,0.983595052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969171554,0,2.800440214,0,0.034750128,2.455130312,0,0,0,0.944241033,0,0,0,0,2.785943351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965744761,0
cell_1210,0.000395671,0.038910536,0,0,0,0,0,0,0.002431812,0,0,0.001442992,2.42E-06,0,0,0.002263704,0,0,0.800995805,0,2.13E-05,0,0.002701183,0,0,0,0,0,0,0,0.0999521,0,0,0,0,0,0,0,0,0.024083459,0,0,0,0.814018925,0.00214078,0,0,0.000115947,0,0,0.000180426,0,0.013749324,0.38841258,0.003040633,0,0,0.000494927,0.107911232,0,0,0,0,0,0,0,0,0,5.42E-05,0
cell_1211,0.001797427,0.821868017,0,0,0,0.01926377,0,0,0,0,0,0,0,0,0,0,0.021730145,0.000636061,0.06000653,0,0,0,0,0,0,0,0,0,0.031577553,0,0.121855163,0,0,0,0,0,0,0,0,0.011514629,0,0,0.025106325,0.014834481,0,0,0,0.057659711,0,0,3.56E-07,0,0,0.449440851,0.207321554,0,0.226384404,0,0,0,0,0,0,0,0,0,0,0,0.027447685,0
cell_1212,3.28E-08,1.13E-06,0,1.10E-07,0,0,0,0,0,0,0,0,0.008431231,2.24E-09,0,0,0.056477803,0.720553514,0,0,0.000647274,0,0,0,0,0,0,1.33E-10,0.00150104,0,1.95E-09,0,0,0,0,0.001032176,0,0.609785256,0.001433911,0.009045349,0,0.000343862,0,0.698349101,0,0,0,0,0,0,0,0.000162421,0.604077546,0.014952474,0.735976716,0,0,0,0,0,0.322571081,0,1.03E-05,0,0,0,0,0,0,0
cell_1213,0,0.268622645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002800661,0.011337849,8.55E-05,0,0,0,0,0,0,0,0,0,0,0,3.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-06,0,0,0,0.010956483,0,0,1.38E-05,0,0,1.200506646,0.639511155,0,0,0,0,0,0,0,4.39E-08,0,0,0,0,0,0,0
